5.1885877,3.0403554,5.4881964,0.0,6.3327084,0.6744184,1.2874153,0.0,10.222893,0.0,0.0,0.0,3.9998178,0.0,5.950921,0.0,0.0,2.538838,0.0,0.0,1.9386338,0.0,6.601387,2.539101,4.1991267,7.2669077,0.0,1.8124068
1.7786896,1.7085152,1.3090184,0.0,1.4268967,4.8126516,3.3481271,0.0,4.177808,0.0,0.0,0.0,1.5535171,0.0,1.3629577,0.0,2.7515626,5.479372,0.0,0.0,9.68485,0.0,3.2186086,4.3973393,2.3751152,1.2994573,0.0,7.559522
0.972718,0.07877171,1.4508065,0.0,1.299073,2.5236568,3.3203552,0.0,1.4767516,0.0,0.0,0.0,1.0472898,0.0,1.6487048,0.0,2.9748132,2.0866737,0.0,0.0,6.1484494,0.0,1.1420144,3.4840236,2.1494546,1.1115965,0.0,4.57215
3.5077677,0.36398983,0.14610866,0.0,0.1929553,2.5176573,3.8083272,0.0,1.5258613,0.0,0.0,0.0,2.2473907,0.0,0.49099827,0.0,4.2532644,2.243082,0.0,0.0,4.4127555,0.0,0.32142407,2.5154693,3.8371673,0.6216125,0.0,3.7918644
3.5529478,2.4007146,5.3857236,0.0,6.1376624,0.36415848,1.002708,0.0,9.059405,0.0,0.0,0.0,3.0266762,0.0,5.795006,0.0,0.0,1.7571496,0.0,0.0,2.184462,0.0,6.017059,2.4968312,3.0869536,6.842318,0.0,1.6721246
1.7841889,3.5451567,3.0283809,0.0,4.0164704,3.722711,1.1198939,0.0,9.3878765,0.0,0.0,0.0,2.2574944,0.0,2.6942728,0.0,0.0,5.678517,0.0,0.0,8.465776,0.0,5.954365,4.389982,1.7750766,4.364481,0.0,6.9652276
4.963574,1.0340989,3.1250277,0.0,2.7556973,3.6582959,5.3644896,0.0,4.2030063,0.0,0.0,0.0,3.4697528,0.0,3.6680317,0.0,4.533068,4.115955,0.0,0.0,6.1650443,0.0,3.5906432,3.8977501,5.5933437,2.857772,0.0,4.997093
4.788285,2.2027907,5.3587236,0.0,5.7612953,0.620818,1.5325004,0.0,7.9781704,0.0,0.0,0.0,3.4486861,0.0,5.9998827,0.0,0.0,2.1238058,0.0,0.0,1.3023752,0.0,5.910834,2.0338373,3.9551272,6.281173,0.0,1.0469246
5.8071,1.2800854,2.5689037,0.0,2.8109217,1.5102243,3.2530105,0.0,4.3767157,0.0,0.0,0.0,3.7414505,0.0,3.3098075,0.0,2.5991576,2.3431594,0.0,0.0,1.7462841,0.0,2.9494786,1.9716985,5.2494497,3.371719,0.0,1.8068056
4.895664,2.6273339,1.3041735,0.0,1.1173557,4.8338847,2.9991822,0.0,5.0739822,0.0,0.0,0.0,2.808607,0.0,1.3404126,0.0,2.5343451,6.6684723,0.0,0.0,5.6478734,0.0,4.6281886,1.8460994,3.895147,1.5152406,0.0,4.9931197
4.656861,0.68475235,1.197043,0.0,1.2086039,2.012712,3.5857525,0.0,2.4486735,0.0,0.0,0.0,2.9399915,0.0,1.6889715,0.0,3.556693,2.2519023,0.0,0.0,2.7968893,0.0,1.4785323,2.0216107,4.542165,1.6910685,0.0,2.5851119
5.2146854,1.7684554,4.918382,0.0,4.638996,1.663438,2.36454,0.0,5.8135543,0.0,0.0,0.0,3.229334,0.0,5.6117163,0.0,0.885865,3.1670024,0.0,0.0,1.369837,0.0,5.692556,1.5131862,4.3393984,4.77138,0.0,1.056609
6.777978,4.2815547,4.0543823,0.0,5.7070065,1.9709773,2.5002933,0.0,12.724552,0.0,0.0,0.0,5.610184,0.0,4.3690658,0.0,0.0645352,4.407337,0.0,0.0,4.31505,0.0,6.372554,4.167586,5.901562,7.199943,0.0,4.6112895
3.8027482,1.1841263,3.9776525,0.0,5.381949,0.0,2.813886,0.0,7.1653285,0.0,0.0,0.0,3.7599704,0.0,4.9633927,0.0,1.0679071,0.06227319,0.0,0.0,3.334632,0.0,2.8371263,4.2975574,4.5378213,5.970214,0.0,2.7750509
3.5102584,0.12046276,1.3362889,0.0,0.6468848,2.9587154,4.0953403,0.0,0.8296264,0.0,0.0,0.0,1.9793909,0.0,1.7299098,0.0,4.2833214,2.8743463,0.0,0.0,3.9084215,0.0,1.6109359,1.9528306,3.8334608,0.6976697,0.0,3.0772753
1.0210867,0.9929927,0.7267383,0.0,0.34644362,4.5701933,2.723416,0.0,1.6246052,0.0,0.0,0.0,0.5265462,0.0,0.80900156,0.0,2.7213538,5.0306315,0.0,0.0,8.09253,0.0,2.4948092,2.9839847,1.4072331,0.0,0.0,6.053099
8.3134,3.4283423,6.0255613,0.0,5.581347,3.7232378,3.8270745,0.0,9.265446,0.0,0.0,0.0,5.1216154,0.0,6.7046847,0.0,1.7619038,6.503716,0.0,0.0,3.0682323,0.0,8.564524,2.2209103,6.7448983,6.0527916,0.0,2.9125576
2.587485,0.4176485,2.8275251,0.0,3.0128007,2.5596056,4.6666627,0.0,3.8271494,0.0,0.0,0.0,2.5613558,0.0,3.3519332,0.0,3.7261236,2.2777267,0.0,0.0,7.0484285,0.0,2.1709442,4.8766923,4.1249843,2.9711668,0.0,5.4179826
6.8997498,2.9747667,5.4942155,0.0,5.087786,2.471315,2.2906022,0.0,8.062044,0.0,0.0,0.0,4.0841117,0.0,5.9032,0.0,0.67153275,4.901335,0.0,0.0,1.3500959,0.0,7.5252633,1.2450601,5.153931,5.5640135,0.0,1.3948171
3.779419,0.0,1.5224925,0.0,1.3359253,1.3999131,3.4309838,0.0,1.008487,0.0,0.0,0.0,2.3372679,0.0,2.1808867,0.0,3.4449434,1.2194866,0.0,0.0,2.0756156,0.0,0.99153495,1.776435,4.0229273,1.4823836,0.0,1.6886202
5.555212,2.21475,3.5312288,0.0,4.201286,4.051287,6.068434,0.0,8.372629,0.0,0.0,0.0,4.8377314,0.0,4.0319915,0.0,4.472666,4.793266,0.0,0.0,9.307384,0.0,4.30591,6.4306116,6.688799,4.820282,0.0,7.8904753
0.0,3.658105,2.6503947,0.0,2.5976436,6.8716807,0.4287238,0.0,7.2848644,0.0,0.0,0.0,0.0,0.0,2.3740034,0.0,0.0,9.480264,0.0,0.0,12.427329,0.0,7.948026,3.8715432,0.0,1.7665391,0.0,9.283933
6.276012,1.2232934,2.0438685,0.0,2.4751208,2.0531025,4.437057,0.0,4.618837,0.0,0.0,0.0,4.334373,0.0,2.7704337,0.0,3.8884497,2.6022048,0.0,0.0,3.5010223,0.0,2.267514,3.1310797,6.190457,3.1927552,0.0,3.38082
3.5529635,0.48305696,3.521985,0.0,3.421565,2.295418,4.4806404,0.0,3.791018,0.0,0.0,0.0,2.8568075,0.0,4.295236,0.0,3.4436417,2.4403722,0.0,0.0,5.0062222,0.0,3.1412306,3.7584357,4.5973415,3.3417892,0.0,3.7894208
8.073473,4.4609566,4.391008,0.0,6.14688,2.3640015,3.607633,0.0,13.667724,0.0,0.0,0.0,6.5747194,0.0,4.944636,0.0,1.0328382,4.8576584,0.0,0.0,5.395469,0.0,6.572601,5.159037,7.3583646,7.7409415,0.0,5.646937
2.7177236,0.74438477,0.0,0.0,0.1027268,2.6853175,3.1377702,0.0,2.0930693,0.0,0.0,0.0,1.8880924,0.0,0.0,0.0,3.4648724,2.595018,0.0,0.0,5.4935956,0.0,0.3136716,2.9001644,3.0074282,0.53173673,0.0,4.6550045
3.737983,1.6335235,0.37521657,0.0,0.28518876,4.7220993,3.7763696,0.0,3.32457,0.0,0.0,0.0,2.2520247,0.0,0.49647683,0.0,3.8794348,5.4695997,0.0,0.0,7.346497,0.0,2.4994497,2.9956167,3.6177058,0.5521682,0.0,6.122825
2.9942756,2.9213574,6.31118,0.0,7.5966754,0.152889,0.8667177,0.0,11.565225,0.0,0.0,0.0,3.311392,0.0,6.722511,0.0,0.0,1.6404071,0.0,0.0,3.5041337,0.0,6.954857,3.6423035,2.9483218,8.503154,0.0,2.662173
5.4297295,2.81392,5.503818,0.0,4.942243,2.0010722,0.9151455,0.0,7.5811706,0.0,0.0,0.0,3.0040736,0.0,5.584017,0.0,0.0,4.3341165,0.0,0.0,0.39797783,0.0,7.625991,0.28443348,3.5070817,5.3365607,0.0,0.39229548
7.6461797,2.493786,3.9779747,0.0,4.708554,3.6038501,6.264962,0.0,9.104078,0.0,0.0,0.0,5.951851,0.0,4.7782207,0.0,4.6060104,4.756979,0.0,0.0,7.333238,0.0,4.8809767,5.7668824,8.145149,5.578204,0.0,6.599275
7.8202114,2.6791902,3.273957,0.0,3.448546,3.6451612,4.8879023,0.0,7.602677,0.0,0.0,0.0,5.237892,0.0,3.817359,0.0,3.649184,5.3483367,0.0,0.0,4.723988,0.0,5.121669,3.3849494,7.145127,4.305132,0.0,4.610763
0.81372344,4.182234,5.0499096,0.0,6.7524753,3.4647565,1.8861758,0.0,13.894115,0.0,0.0,0.0,2.8195457,0.0,4.977894,0.0,0.0,5.2278323,0.0,0.0,11.232133,0.0,7.49856,6.9300413,2.0164826,7.497287,0.0,9.01123
9.17894,2.7401152,2.396232,0.0,2.33694,3.9645085,4.8735347,0.0,6.529509,0.0,0.0,0.0,5.502201,0.0,2.9499028,0.0,4.283108,5.790317,0.0,0.0,3.398121,0.0,4.773207,2.1304655,7.686819,3.4149008,0.0,3.756534
2.2609098,1.7185344,1.5348158,0.0,1.0054188,5.78132,3.6265266,0.0,3.3607013,0.0,0.0,0.0,1.352047,0.0,1.599112,0.0,3.2145584,6.7880344,0.0,0.0,9.426261,0.0,4.1297946,3.5134075,2.4973772,0.63610625,0.0,7.240568
8.358404,3.253869,4.070174,0.0,4.498434,4.4664383,6.015718,0.0,9.900151,0.0,0.0,0.0,6.089167,0.0,4.686718,0.0,4.242129,6.3661437,0.0,0.0,7.0542507,0.0,6.213986,4.990637,8.195601,5.475444,0.0,6.5569
7.5413895,1.7672442,4.119883,0.0,3.9884331,2.2956307,4.129213,0.0,5.6798396,0.0,0.0,0.0,4.69625,0.0,5.0307717,0.0,2.9233685,3.758292,0.0,0.0,2.012987,0.0,4.8694,2.1921096,6.674063,4.4064436,0.0,2.0403411
3.2894392,0.09999721,1.3867894,0.0,1.2701409,1.3182352,2.8938818,0.0,1.2198639,0.0,0.0,0.0,2.0724053,0.0,1.9094762,0.0,2.8033903,1.3221133,0.0,0.0,1.9390116,0.0,1.1098523,1.5862612,3.4397213,1.4264182,0.0,1.5973535
2.8932748,0.002998665,3.1250935,0.0,3.4436293,1.1198287,4.0094275,0.0,3.295145,0.0,0.0,0.0,2.6620908,0.0,4.042743,0.0,3.0493152,0.82595044,0.0,0.0,4.2475014,0.0,1.9160074,3.8263206,4.2022448,3.4178743,0.0,3.140686
