5.035241,3.7931666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1996415,3.6874151,4.302876,0.95050454,3.806994,3.8762126,0.0,0.0,1.048817,0.0,1.8254137,0.0,6.6140685,3.4113517,1.2747605,2.1583238,7.343791,0.82146215
1.8779536,2.6284566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0691665,2.0094242,1.1645126,0.5939715,2.0891833,1.3852267,0.0,0.0,0.0,0.0,0.8290472,0.0,0.6658617,1.2913241,0.11100684,2.4757888,2.2159858,1.9005349
0.51744986,2.6396828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888562,3.3443477,2.4704537,1.4693345,2.5777588,3.927529,0.0,0.0,1.1301059,0.0,0.6602107,0.0,1.3582792,1.0527025,0.15265667,0.60339415,2.9206314,0.6258153
1.3069516,7.595036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0325322,3.0078228,2.898227,2.9545076,3.720982,5.852274,0.0,0.0,2.8706975,0.0,4.287143,0.0,2.7227767,5.8386564,0.0,4.07175,3.855689,4.2959747
3.9552748,4.380197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226721,4.1306295,2.9549906,1.7898635,4.3801136,4.5097055,0.0,0.0,1.8124405,0.0,1.2275953,0.0,3.6362925,2.9294682,0.67970926,3.4645624,5.826453,2.2761962
3.4746046,6.3065195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8486412,3.115398,1.8039863,2.2490773,4.552136,3.0308888,0.0,0.0,0.7618287,0.0,2.2799697,0.0,1.187757,4.248586,0.0,4.818905,5.725605,4.7466836
5.981772,6.128463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4923875,2.8566713,3.1663725,1.2547413,4.02307,3.3579714,0.0,0.0,1.5431083,0.0,3.536616,0.0,5.6525626,5.499904,0.8013498,6.0429397,5.884918,3.9444838
4.700483,4.6311126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5543362,3.3826425,3.362873,0.14903633,4.1346326,3.1321394,0.0,0.0,0.0823149,0.0,0.7957581,0.0,5.2567325,4.0071836,0.48963028,2.7709196,5.648635,0.95703095
5.068749,4.024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0741258,3.7004735,4.115998,0.60020155,3.6444147,2.6194794,0.0,0.0,0.0,0.0,1.9839921,0.0,5.1744366,3.2632241,1.1559484,2.8375309,6.8408613,1.4395269
2.274625,5.3168435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.920828,2.8524256,4.1986203,1.895521,2.9380128,2.6899498,0.0,0.0,0.14715058,0.0,3.7101562,0.0,3.2775247,4.1896944,0.13417172,1.7464322,6.5189495,2.6507268
5.53987,4.810587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1344259,4.6248193,4.1093106,1.3488529,4.780664,4.093995,0.0,0.0,0.98032874,0.0,1.7348149,0.0,5.245078,3.465353,1.1206845,3.7557085,7.6875443,2.1462066
2.5508833,4.6811514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4361207,3.7097015,2.439216,2.6551592,3.1580365,4.739228,0.0,0.0,2.3019373,0.0,3.668391,0.0,1.9780825,2.128384,0.67702806,4.8122015,3.6958606,4.280552
0.42256233,4.9145126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2651994,2.1934295,1.2621752,3.2073467,2.668277,3.1762068,0.0,0.0,1.5615208,0.0,3.2167215,0.0,0.0,2.6682765,0.0,2.9726803,3.7436392,4.6299663
6.757089,6.396734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6738153,2.7529442,2.2540412,1.4161246,4.9437513,3.3818748,0.0,0.0,2.4891942,0.0,2.135629,0.0,5.4870553,6.187145,0.45529407,5.9672637,6.9220386,3.4383714
2.9766116,5.6562967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6276847,3.7863653,3.9234521,1.1259555,4.2908688,6.065903,0.0,0.0,1.9944711,0.0,1.6807342,0.0,6.0569057,4.825916,0.15203308,2.1600583,4.887782,0.814968
1.6250876,4.0080924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4595847,3.075879,2.9454393,2.58386,3.7375743,4.153074,0.0,0.0,1.6945317,0.0,1.0907195,0.0,2.7121253,3.1531026,0.0,0.53130245,6.4863143,1.574589
3.715145,4.5886235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4804816,3.4476397,3.0147338,2.024323,4.300066,3.8721416,0.0,0.0,1.7890612,0.0,1.1500674,0.0,3.6978884,3.7946227,0.33899295,2.384638,7.018541,1.9099855
4.329116,6.774416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0356903,3.3502104,4.122112,1.0966637,4.3135347,4.040343,0.0,0.0,0.6815165,0.0,3.1948721,0.0,5.5580506,5.8499393,0.2093438,3.9159935,6.077838,2.8160386
1.5309596,4.047013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.140029,4.686803,3.992242,0.7057653,1.9085522,3.562163,0.0,0.0,0.6453653,0.0,3.9187872,0.0,1.2981546,1.0337577,0.96443415,3.876702,1.1762619,2.0653021
2.3743527,5.045195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83762485,4.4115696,3.6374192,1.2673087,3.7547975,7.8191323,0.0,0.0,3.8822308,0.0,1.6787393,0.0,6.2269845,3.9221745,0.49820042,2.8095284,2.6646438,0.25213382
